2009-11-20 09:31:39 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE/cake/libs/debugger.php, line 557]
2009-12-30 15:46:06 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:09 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:09 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:10 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:10 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:11 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:11 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:12 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:12 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:14 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:14 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:15 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:15 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:17 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:17 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:18 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:18 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:20 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:20 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:20 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:20 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:21 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:21 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:24 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:24 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:25 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:25 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:28 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:28 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:28 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:28 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 15:46:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 15:46:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:21 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:21 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:21 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:43 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:43 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:43 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:43 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:43 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:43 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:45 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:55 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:55 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:55 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:02:55 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:02:55 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:02:55 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:06:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:06:00 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:04 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:04 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:06:04 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:06:04 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:12 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:12 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:06:12 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:06:12 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:19 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:19 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:06:19 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:06:19 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:21 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:06:21 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:06:21 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:06:21 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:05 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:05 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:05 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:07 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:07 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:07 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:09 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:09 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:09 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:12 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:12 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:12 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:15 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:15 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:15 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:18 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:18 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:18 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:21 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:21 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:21 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:22 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:24 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:24 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:24 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:25 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:25 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:25 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:28 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:28 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:28 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:32 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:33 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:39 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:40 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:40 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:40 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:41 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:41 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:41 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:43 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:43 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:43 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:45 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:45 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:46 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:48 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:48 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:48 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:49 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:49 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:49 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:51 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:51 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:51 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:52 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:52 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:52 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:07:55 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:07:55 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:07:55 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:01 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:01 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:01 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:03 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:03 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:08 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:08 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:11 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:11 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:11 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:11 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:12 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:12 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:12 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:13 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:13 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:14 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:14 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:14 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:14 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:16 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:16 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:08:17 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:08:17 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:08:17 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:09:39 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:09:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:09:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:09:39 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:09:40 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:09:40 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:09:40 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:09:40 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:11:19 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:11:19 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:11:19 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:11:25 Notice: Notice (8): Undefined variable: controller in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:11:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:11:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:11:28 Notice: Notice (8): Undefined variable: controller in [APP/views/elements/menu.ctp, line 8]
2009-12-30 16:11:28 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:11:28 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:18:59 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 16:19:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 16:19:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 16:19:00 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 17:20:34 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 17:20:34 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 17:20:34 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 17:20:35 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 17:20:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 17:20:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 17:20:35 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 17:20:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 17:20:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 17:20:37 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:02:53 Notice: Notice (8): Undefined index:  type in [APP/views/layouts/default.ctp, line 56]
2009-12-30 19:02:53 Notice: Notice (8): Undefined index:  type in [APP/views/layouts/default.ctp, line 56]
2009-12-30 19:02:53 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:02:53 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:03:16 Notice: Notice (8): Undefined index:  User in [APP/views/layouts/default.ctp, line 56]
2009-12-30 19:03:17 Notice: Notice (8): Undefined index:  User in [APP/views/layouts/default.ctp, line 56]
